msisdn_a,msisdn_b,imei,tower_id,tower_lat,tower_lon,call_type,duration_sec,timestamp
+919000000001,+919000100001,IMEI-A1,Tower-T05,28.7041,77.1025,CALL,400,2024-01-01 22:24:05
+919000000001,+919000100002,IMEI-A1,Tower-T06,12.2958,76.6394,CALL,247,2024-01-01 22:36:56
+919000000001,+919000000002,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,247,2024-01-02 00:56:36
+919000000001,+919000000004,IMEI-A1,Tower-T04,19.076,72.8777,CALL,74,2024-01-02 01:56:53
+919000000001,+919000100001,IMEI-A1,Tower-T03,17.385,78.4867,CALL,92,2024-01-02 02:52:04
+919000000001,+919000000002,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,297,2024-01-02 03:20:31
+919000000001,+919000100001,IMEI-A1,Tower-T04,19.076,72.8777,CALL,242,2024-01-02 03:27:13
+919000000001,+919000000003,IMEI-A1,Tower-T05,28.7041,77.1025,CALL,195,2024-01-02 04:30:35
+919000000001,+919000000004,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,284,2024-01-02 08:25:46
+919000000001,+919000100001,IMEI-A1,Tower-T14,13.055,80.21,SMS,0,2024-01-02 08:33:59
+919000000001,+919000000002,IMEI-A1,Tower-T01,12.9716,77.5946,CALL,518,2024-01-02 08:47:20
+919000000001,+919000100001,IMEI-A1,Tower-T09,16.5062,80.648,CALL,265,2024-01-02 09:21:01
+919000000001,+919000000004,IMEI-A1,Tower-T07,15.8497,74.4977,CALL,450,2024-01-02 09:42:27
+919000000001,+919999000001,IMEI-A1,Tower-T08,11.0168,76.9558,CALL,372,2024-01-02 10:02:15
+919000000001,+919000000003,IMEI-A1,Tower-T01,12.9716,77.5946,CALL,585,2024-01-02 10:12:18
+919000000001,+919000000003,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,483,2024-01-02 10:17:29
+919000000001,+919999000001,IMEI-A1,Tower-T04,19.076,72.8777,CALL,440,2024-01-02 10:26:31
+919000000001,+919000000002,IMEI-A1,Tower-T06,12.2958,76.6394,CALL,102,2024-01-02 11:04:57
+919000000001,+919999000001,IMEI-A1,Tower-T03,17.385,78.4867,CALL,462,2024-01-02 11:12:34
+919000000001,+919000100002,IMEI-A1,Tower-T07,15.8497,74.4977,SMS,0,2024-01-02 11:16:02
+919000000001,+919000000004,IMEI-A1,Tower-T04,19.076,72.8777,CALL,301,2024-01-02 11:42:45
+919000000001,+919999000001,IMEI-A1,Tower-T04,19.076,72.8777,CALL,126,2024-01-02 11:50:30
+919000000001,+919000100002,IMEI-A1,Tower-T06,12.2958,76.6394,CALL,478,2024-01-02 12:25:42
+919000000001,+919999000001,IMEI-A1,Tower-T05,28.7041,77.1025,CALL,463,2024-01-02 12:59:50
+919000000001,+919999000001,IMEI-A1,Tower-T09,16.5062,80.648,CALL,339,2024-01-02 13:18:10
+919000000001,+919000000004,IMEI-A1,Tower-T07,15.8497,74.4977,SMS,0,2024-01-02 13:46:50
+919000000001,+919000000002,IMEI-A1,Tower-T01,12.9716,77.5946,CALL,499,2024-01-02 13:59:48
+919000000001,+919000100002,IMEI-A1,Tower-T05,28.7041,77.1025,CALL,498,2024-01-02 14:08:42
+919000000001,+919000000002,IMEI-A1,Tower-T14,13.055,80.21,CALL,180,2024-01-02 14:15:00
+919000000001,+919000000002,IMEI-A1,Tower-T14,13.055,80.21,CALL,130,2024-01-02 15:55:46
+919000000001,+919000000003,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,99,2024-01-02 16:05:54
+919000000001,+919000100001,IMEI-A1,Tower-T10,22.5726,88.3639,CALL,514,2024-01-02 16:08:46
+919000000001,+919000100002,IMEI-A1,Tower-T08,11.0168,76.9558,CALL,249,2024-01-02 16:15:17
+919000000001,+919000000004,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,280,2024-01-02 16:16:08
+919000000001,+919000100001,IMEI-A1,Tower-T03,17.385,78.4867,CALL,88,2024-01-02 16:58:54
+919000000001,+919000000002,IMEI-A1,Tower-T14,13.055,80.21,CALL,90,2024-01-02 17:14:00
+919000000001,+919999000001,IMEI-A1,Tower-T10,22.5726,88.3639,SMS,0,2024-01-02 17:32:07
+919000000001,+919000000002,IMEI-A1,Tower-T09,16.5062,80.648,CALL,248,2024-01-02 17:36:06
+919000000001,+919000100001,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,459,2024-01-02 17:38:02
+919000000001,+919000000002,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,272,2024-01-02 18:34:53
+919000000001,+919000100001,IMEI-A1,Tower-T06,12.2958,76.6394,CALL,297,2024-01-02 18:37:36
+919000000001,+919999000001,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,282,2024-01-02 18:55:15
+919000000001,+919000100001,IMEI-A1,Tower-T14,13.055,80.21,CALL,528,2024-01-02 19:46:50
+919000000001,+919000100002,IMEI-A1,Tower-T04,19.076,72.8777,SMS,0,2024-01-02 19:47:47
+919000000001,+919000100001,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,81,2024-01-02 20:55:54
+919000000001,+919999000001,IMEI-A1,Tower-T01,12.9716,77.5946,CALL,429,2024-01-02 22:03:10
+919000000001,+919000000002,IMEI-A1,Tower-T04,19.076,72.8777,CALL,260,2024-01-02 22:33:28
+919000000001,+919000000002,IMEI-A1,Tower-T09,16.5062,80.648,CALL,99,2024-01-03 00:16:07
+919000000001,+919000000003,IMEI-A1,Tower-T06,12.2958,76.6394,CALL,112,2024-01-03 01:18:38
+919000000001,+919000000002,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,222,2024-01-03 01:57:58
+919000000001,+919000100002,IMEI-A1,Tower-T02,13.0827,80.2707,CALL,300,2024-01-03 03:19:59
+919000000001,+919000100001,IMEI-A1,Tower-T01,12.9716,77.5946,CALL,230,2024-01-03 03:51:41
+919000000001,+919000000004,IMEI-A1,Tower-T09,16.5062,80.648,CALL,185,2024-01-03 04:40:54
+919000000001,+919000000003,IMEI-A1,Tower-T01,12.9716,77.5946,CALL,120,2024-01-03 08:21:49
+919000000001,+919000000002,IMEI-A1,Tower-T01,12.9716,77.5946,CALL,120,2024-01-03 09:53:17
+919000000001,+919000100002,IMEI-A1,Tower-T01,12.9716,77.5946,CALL,120,2024-01-03 10:16:10
+919000000001,+919999000001,IMEI-A1,Tower-T14,13.055,80.21,CALL,354,2024-01-03 11:29:26
+919000000001,+919000000002,IMEI-A1,Tower-T05,28.7041,77.1025,SMS,0,2024-01-03 13:42:54
+919000000001,+919000000004,IMEI-A1,Tower-T10,22.5726,88.3639,SMS,0,2024-01-03 14:04:42
+919000000001,+919000100001,IMEI-A1,Tower-T03,17.385,78.4867,SMS,0,2024-01-03 14:44:18
+919000000001,+919999000001,IMEI-A1,Tower-T06,12.2958,76.6394,SMS,0,2024-01-03 16:19:42
+919000000001,+919000000003,IMEI-A2,Tower-T14,13.055,80.21,CALL,82,2024-01-03 18:13:43
+919000000001,+919000000004,IMEI-A2,Tower-T06,12.2958,76.6394,CALL,50,2024-01-03 19:08:02
+919000000001,+919000000002,IMEI-A2,Tower-T02,13.0827,80.2707,CALL,106,2024-01-03 19:35:00
+919000000001,+919000000004,IMEI-A2,Tower-T10,22.5726,88.3639,CALL,105,2024-01-03 21:02:53
+919000000001,+919999000001,IMEI-A2,Tower-T07,15.8497,74.4977,CALL,313,2024-01-04 13:45:44
+919000000001,+919000100002,IMEI-A2,Tower-T03,17.385,78.4867,SMS,0,2024-01-04 14:42:24
+919000000001,+919999000001,IMEI-A2,Tower-T09,16.5062,80.648,SMS,0,2024-01-04 17:36:19
+919000000001,+919000000004,IMEI-A2,Tower-T04,19.076,72.8777,SMS,0,2024-01-04 21:00:19
+919000000001,+919000100002,IMEI-A2,Tower-T04,19.076,72.8777,SMS,0,2024-01-05 15:28:28
+919000000001,+919999000001,IMEI-A2,Tower-T14,13.055,80.21,CALL,62,2024-01-05 16:15:09
+919000000001,+919000100002,IMEI-A2,Tower-T03,17.385,78.4867,SMS,0,2024-01-05 16:30:50
+919000000001,+919000100001,IMEI-A2,Tower-T14,13.055,80.21,SMS,0,2024-01-05 18:05:18
+919000000001,+919000000002,IMEI-A2,Tower-T04,19.076,72.8777,SMS,0,2024-01-05 18:39:21
+919000000001,+919000100002,IMEI-A2,Tower-T06,12.2958,76.6394,SMS,0,2024-01-05 20:37:38
+919000000001,+919999000001,IMEI-A2,Tower-T04,19.076,72.8777,CALL,150,2024-01-06 11:49:27
+919000000001,+919999000001,IMEI-A2,Tower-T09,16.5062,80.648,CALL,187,2024-01-07 18:29:03
+919000000001,+919999000001,IMEI-A2,Tower-T08,11.0168,76.9558,CALL,331,2024-01-08 11:29:08
+919000000001,+919999000001,IMEI-A2,Tower-T08,11.0168,76.9558,CALL,373,2024-01-09 18:38:20
+919000000001,+919999000001,IMEI-A2,Tower-T09,16.5062,80.648,CALL,288,2024-01-10 18:27:53
+919000000001,+919999000001,IMEI-A2,Tower-T06,12.2958,76.6394,CALL,69,2024-01-25 16:14:12
