msisdn_a,msisdn_b,imei,tower_id,tower_lat,tower_lon,call_type,duration_sec,timestamp
+919000000005,+918800000005,IMEI-E1,Tower-T03,17.385,78.4867,CALL,354,2024-01-10 16:24:26
+919000000005,+918800000001,IMEI-E1,Tower-T08,11.0168,76.9558,CALL,129,2024-01-11 08:55:22
+919000000005,+918800000005,IMEI-E1,Tower-T09,16.5062,80.648,CALL,394,2024-01-11 11:52:24
+919000000005,+918800000003,IMEI-E1,Tower-T08,11.0168,76.9558,CALL,377,2024-01-11 12:08:11
+919000000005,+918800000005,IMEI-E1,Tower-T03,17.385,78.4867,CALL,310,2024-01-11 18:59:11
+919000000005,+918800000005,IMEI-E1,Tower-T05,28.7041,77.1025,CALL,146,2024-01-12 08:17:14
+919000000005,+918800000001,IMEI-E1,Tower-T04,19.076,72.8777,CALL,209,2024-01-12 10:05:36
+919000000005,+918800000004,IMEI-E1,Tower-T08,11.0168,76.9558,CALL,310,2024-01-12 14:43:31
+919000000005,+918800000001,IMEI-E1,Tower-T05,28.7041,77.1025,CALL,456,2024-01-13 16:07:36
+919000000005,+918800000005,IMEI-E1,Tower-T01,12.9716,77.5946,CALL,449,2024-01-13 16:52:23
+919000000005,+918800000007,IMEI-E1,Tower-T08,11.0168,76.9558,CALL,341,2024-01-13 17:47:49
+919000000005,+918800000002,IMEI-E1,Tower-T04,19.076,72.8777,CALL,475,2024-01-14 09:49:51
+919000000005,+918800000007,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,284,2024-01-14 12:22:55
+919000000005,+918800000004,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,436,2024-01-14 15:34:13
+919000000005,+918800000003,IMEI-E1,Tower-T01,12.9716,77.5946,CALL,290,2024-01-14 18:48:15
+919000000005,+918800000005,IMEI-E1,Tower-T06,12.2958,76.6394,CALL,332,2024-01-15 11:51:03
+919000000005,+918800000002,IMEI-E1,Tower-T06,12.2958,76.6394,CALL,420,2024-01-15 12:38:34
+919000000005,+918800000002,IMEI-E1,Tower-T04,19.076,72.8777,CALL,476,2024-01-15 14:10:39
+919000000005,+918800000007,IMEI-E1,Tower-T10,22.5726,88.3639,CALL,383,2024-01-15 17:44:22
+919000000005,+918800000007,IMEI-E1,Tower-T07,15.8497,74.4977,CALL,90,2024-01-16 09:08:48
+919000000005,+918800000007,IMEI-E1,Tower-T09,16.5062,80.648,CALL,407,2024-01-16 12:36:17
+919000000005,+918800000002,IMEI-E1,Tower-T03,17.385,78.4867,CALL,187,2024-01-16 12:55:41
+919000000005,+918800000006,IMEI-E1,Tower-T05,28.7041,77.1025,CALL,381,2024-01-17 15:09:36
+919000000005,+918800000002,IMEI-E1,Tower-T14,13.055,80.21,CALL,261,2024-01-17 19:20:53
+919000000005,+918800000006,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,266,2024-01-18 14:28:04
+919000000005,+918800000001,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,434,2024-01-18 15:20:37
+919000000005,+918800000006,IMEI-E1,Tower-T06,12.2958,76.6394,CALL,292,2024-01-18 16:47:17
+919000000005,+918800000003,IMEI-E1,Tower-T06,12.2958,76.6394,CALL,340,2024-01-19 12:20:53
+919000000005,+918800000004,IMEI-E1,Tower-T04,19.076,72.8777,CALL,313,2024-01-19 16:25:13
+919000000005,+918800000003,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,467,2024-01-19 18:42:44
+919000000005,+918800000004,IMEI-E1,Tower-T06,12.2958,76.6394,CALL,409,2024-01-20 10:36:54
+919000000005,+918800000002,IMEI-E1,Tower-T03,17.385,78.4867,CALL,392,2024-01-20 15:00:27
+919000000005,+918800000007,IMEI-E1,Tower-T03,17.385,78.4867,CALL,285,2024-01-20 15:01:07
+919000000005,+918800000001,IMEI-E1,Tower-T14,13.055,80.21,CALL,461,2024-01-20 20:03:02
+919000000005,+918800000006,IMEI-E1,Tower-T05,28.7041,77.1025,CALL,431,2024-01-21 10:03:25
+919000000005,+918800000003,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,395,2024-01-21 10:55:59
+919000000005,+918800000003,IMEI-E1,Tower-T14,13.055,80.21,CALL,392,2024-01-21 13:16:05
+919000000005,+918800000007,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,500,2024-01-22 08:44:21
+919000000005,+918800000004,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,127,2024-01-22 09:00:13
+919000000005,+918800000006,IMEI-E1,Tower-T08,11.0168,76.9558,CALL,64,2024-01-22 17:14:33
+919000000005,+918800000006,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,420,2024-01-22 20:14:27
+919000000005,+918800000001,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,220,2024-01-23 09:46:51
+919000000005,+918800000002,IMEI-E1,Tower-T07,15.8497,74.4977,CALL,456,2024-01-23 13:56:19
+919000000005,+918800000001,IMEI-E1,Tower-T04,19.076,72.8777,CALL,256,2024-01-23 19:08:30
+919000000005,+918800000002,IMEI-E1,Tower-T08,11.0168,76.9558,CALL,239,2024-01-24 08:39:41
+919000000005,+918800000001,IMEI-E1,Tower-T09,16.5062,80.648,CALL,348,2024-01-24 18:43:09
+919000000005,+918800000005,IMEI-E1,Tower-T07,15.8497,74.4977,CALL,239,2024-01-25 10:48:07
+919000000005,+918800000002,IMEI-E1,Tower-T07,15.8497,74.4977,CALL,375,2024-01-25 11:40:47
+919000000005,+918800000002,IMEI-E1,Tower-T04,19.076,72.8777,CALL,201,2024-01-25 14:20:50
+919000000005,+918800000002,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,111,2024-01-25 18:28:55
+919000000005,+918800000005,IMEI-E1,Tower-T10,22.5726,88.3639,CALL,429,2024-01-26 09:15:35
+919000000005,+918800000004,IMEI-E1,Tower-T05,28.7041,77.1025,CALL,390,2024-01-26 16:12:47
+919000000005,+918800000006,IMEI-E1,Tower-T01,12.9716,77.5946,CALL,494,2024-01-26 17:18:49
+919000000005,+918800000002,IMEI-E1,Tower-T09,16.5062,80.648,CALL,370,2024-01-26 18:56:19
+919000000005,+918800000006,IMEI-E1,Tower-T10,22.5726,88.3639,CALL,96,2024-01-27 09:15:31
+919000000005,+918800000002,IMEI-E1,Tower-T08,11.0168,76.9558,CALL,257,2024-01-27 20:57:50
+919000000005,+918800000003,IMEI-E1,Tower-T03,17.385,78.4867,CALL,258,2024-01-28 08:23:59
+919000000005,+918800000002,IMEI-E1,Tower-T01,12.9716,77.5946,CALL,90,2024-01-28 09:00:16
+919000000005,+918800000005,IMEI-E1,Tower-T14,13.055,80.21,CALL,148,2024-01-28 17:26:23
+919000000005,+918800000001,IMEI-E1,Tower-T01,12.9716,77.5946,CALL,360,2024-01-28 20:30:49
+919000000005,+918800000004,IMEI-E1,Tower-T02,13.0827,80.2707,CALL,387,2024-01-29 14:27:44
+919000000005,+918800000006,IMEI-E1,Tower-T09,16.5062,80.648,CALL,452,2024-01-29 16:18:40
+919000000005,+918800000002,IMEI-E1,Tower-T05,28.7041,77.1025,CALL,102,2024-01-29 16:34:39
+919000000005,+918800000002,IMEI-E1,Tower-T03,17.385,78.4867,CALL,334,2024-01-30 09:32:58
+919000000005,+918800000006,IMEI-E1,Tower-T14,13.055,80.21,CALL,408,2024-01-30 13:25:37
+919000000005,+918800000006,IMEI-E1,Tower-T07,15.8497,74.4977,CALL,433,2024-01-30 18:04:19
