msisdn_a,msisdn_b,imei,tower_id,tower_lat,tower_lon,call_type,duration_sec,timestamp
+919000000003,+919999000001,IMEI-C1,Tower-T04,19.076,72.8777,CALL,253,2024-01-04 17:30:41
+919000000003,+919000000004,IMEI-C1,Tower-T14,13.055,80.21,CALL,191,2024-01-04 18:40:39
+919000000003,+919000000001,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,289,2024-01-04 20:17:37
+919000000003,+919999000001,IMEI-C1,Tower-T14,13.055,80.21,CALL,319,2024-01-04 20:36:48
+919000000003,+919000000004,IMEI-C1,Tower-T02,13.0827,80.2707,CALL,288,2024-01-05 08:28:06
+919000000003,+919000000004,IMEI-C1,Tower-T14,13.055,80.21,CALL,336,2024-01-05 12:24:26
+919000000003,+919999000001,IMEI-C1,Tower-T14,13.055,80.21,CALL,75,2024-01-05 14:20:18
+919000000003,+919000000002,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,220,2024-01-05 16:33:39
+919000000003,+919999000001,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,313,2024-01-05 17:32:24
+919000000003,+919000000002,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,254,2024-01-05 18:11:02
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,107,2024-01-05 18:12:20
+919000000003,+919000000001,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,322,2024-01-05 20:47:57
+919000000003,+919999000001,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,159,2024-01-06 09:35:43
+919000000003,+919999000001,IMEI-C1,Tower-T04,19.076,72.8777,CALL,196,2024-01-06 11:41:36
+919000000003,+919000000002,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,71,2024-01-06 19:54:42
+919000000003,+919000000004,IMEI-C1,Tower-T02,13.0827,80.2707,CALL,198,2024-01-06 20:40:41
+919000000003,+919000000002,IMEI-C1,Tower-T04,19.076,72.8777,CALL,204,2024-01-07 08:23:19
+919000000003,+919000000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,306,2024-01-07 09:18:54
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,215,2024-01-07 09:41:42
+919000000003,+919000000001,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,316,2024-01-07 10:38:45
+919000000003,+919999000001,IMEI-C1,Tower-T03,17.385,78.4867,CALL,166,2024-01-07 10:58:58
+919000000003,+919000000004,IMEI-C1,Tower-T03,17.385,78.4867,CALL,299,2024-01-07 14:41:50
+919000000003,+919000000004,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,230,2024-01-07 18:09:58
+919000000003,+919000000002,IMEI-C1,Tower-T03,17.385,78.4867,CALL,109,2024-01-07 20:31:12
+919000000003,+919000000002,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,222,2024-01-08 08:42:21
+919000000003,+919000000002,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,52,2024-01-08 10:10:11
+919000000003,+919999000001,IMEI-C1,Tower-T04,19.076,72.8777,CALL,218,2024-01-08 11:19:51
+919000000003,+919999000001,IMEI-C1,Tower-T04,19.076,72.8777,CALL,303,2024-01-08 12:48:47
+919000000003,+919999000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,274,2024-01-08 12:59:58
+919000000003,+919000000002,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,342,2024-01-08 14:23:43
+919000000003,+919000000002,IMEI-C1,Tower-T04,19.076,72.8777,CALL,339,2024-01-08 16:33:26
+919000000003,+919999000001,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,225,2024-01-08 18:36:28
+919000000003,+919000000001,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,72,2024-01-09 09:45:54
+919000000003,+919999000001,IMEI-C1,Tower-T03,17.385,78.4867,CALL,251,2024-01-09 16:50:31
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,105,2024-01-09 20:10:17
+919000000003,+919999000001,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,313,2024-01-09 21:16:03
+919000000003,+919000000002,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,208,2024-01-09 21:27:05
+919000000003,+919000000001,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,80,2024-01-10 09:23:14
+919000000003,+919000000004,IMEI-C1,Tower-T04,19.076,72.8777,CALL,227,2024-01-10 14:03:25
+919000000003,+919999000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,136,2024-01-10 14:56:02
+919000000003,+919000000004,IMEI-C1,Tower-T03,17.385,78.4867,CALL,100,2024-01-10 21:45:41
+919000000003,+919999000001,IMEI-C1,Tower-T02,13.0827,80.2707,CALL,177,2024-01-11 11:53:09
+919000000003,+919999000001,IMEI-C1,Tower-T03,17.385,78.4867,CALL,270,2024-01-11 12:58:53
+919000000003,+919000000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,161,2024-01-11 15:39:00
+919000000003,+919000000002,IMEI-C1,Tower-T03,17.385,78.4867,CALL,179,2024-01-12 08:40:32
+919000000003,+919000000002,IMEI-C1,Tower-T07,15.8497,74.4977,CALL,348,2024-01-12 12:07:03
+919000000003,+919000000004,IMEI-C1,Tower-T04,19.076,72.8777,CALL,322,2024-01-12 14:00:39
+919000000003,+919999000001,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,304,2024-01-12 15:04:07
+919000000003,+919000000004,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,38,2024-01-13 08:40:24
+919000000003,+919000000001,IMEI-C1,Tower-T07,15.8497,74.4977,CALL,270,2024-01-13 09:33:34
+919000000003,+919000000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,214,2024-01-13 10:42:42
+919000000003,+919000000002,IMEI-C1,Tower-T14,13.055,80.21,CALL,267,2024-01-13 13:34:21
+919000000003,+919000000004,IMEI-C1,Tower-T04,19.076,72.8777,CALL,83,2024-01-13 13:50:04
+919000000003,+919000000004,IMEI-C1,Tower-T03,17.385,78.4867,CALL,52,2024-01-13 20:37:47
+919000000003,+919000000001,IMEI-C1,Tower-T04,19.076,72.8777,CALL,51,2024-01-14 08:18:12
+919000000003,+919000000002,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,212,2024-01-14 12:02:48
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,272,2024-01-14 13:59:19
+919000000003,+919000000002,IMEI-C1,Tower-T02,13.0827,80.2707,CALL,264,2024-01-14 18:11:51
+919000000003,+919999000001,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,227,2024-01-14 20:23:27
+919000000003,+919000000004,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,93,2024-01-14 21:49:03
+919000000003,+919000000004,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,258,2024-01-15 09:20:42
+919000000003,+919999000001,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,295,2024-01-15 10:31:44
+919000000003,+919999000001,IMEI-C1,Tower-T02,13.0827,80.2707,CALL,250,2024-01-15 12:51:05
+919000000003,+919000000002,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,209,2024-01-15 17:45:27
+919000000003,+919000000004,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,82,2024-01-15 17:52:11
+919000000003,+919000000004,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,252,2024-01-16 08:46:55
+919000000003,+919000000004,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,226,2024-01-16 09:15:49
+919000000003,+919000000001,IMEI-C1,Tower-T02,13.0827,80.2707,CALL,237,2024-01-16 12:40:50
+919000000003,+919000000002,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,103,2024-01-16 13:32:51
+919000000003,+919000000002,IMEI-C1,Tower-T14,13.055,80.21,CALL,260,2024-01-16 17:02:38
+919000000003,+919999000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,94,2024-01-16 21:38:43
+919000000003,+919000000002,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,295,2024-01-17 11:07:01
+919000000003,+919000000001,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,100,2024-01-17 13:28:48
+919000000003,+919000000001,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,163,2024-01-17 14:58:35
+919000000003,+919000000004,IMEI-C1,Tower-T14,13.055,80.21,CALL,172,2024-01-17 16:23:25
+919000000003,+919000000004,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,132,2024-01-17 19:28:13
+919000000003,+919000000004,IMEI-C1,Tower-T14,13.055,80.21,CALL,207,2024-01-18 09:51:43
+919000000003,+919999000001,IMEI-C1,Tower-T03,17.385,78.4867,CALL,257,2024-01-18 10:54:04
+919000000003,+919000000004,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,110,2024-01-18 19:04:35
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,96,2024-01-19 16:36:23
+919000000003,+919000000001,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,233,2024-01-19 17:56:05
+919000000003,+919999000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,214,2024-01-19 20:08:15
+919000000003,+919000000002,IMEI-C1,Tower-T02,13.0827,80.2707,CALL,132,2024-01-19 20:23:32
+919000000003,+919000000001,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,268,2024-01-20 10:20:41
+919000000003,+919000000002,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,295,2024-01-20 10:20:59
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,58,2024-01-20 10:49:08
+919000000003,+919999000001,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,67,2024-01-20 16:26:49
+919000000003,+919000000002,IMEI-C1,Tower-T09,16.5062,80.648,CALL,330,2024-01-20 18:33:22
+919000000003,+919000000002,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,114,2024-01-20 21:07:33
+919000000003,+919000000002,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,327,2024-01-21 09:32:41
+919000000003,+919000000004,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,51,2024-01-21 10:10:42
+919000000003,+919000000004,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,303,2024-01-21 12:08:40
+919000000003,+919000000002,IMEI-C1,Tower-T14,13.055,80.21,CALL,312,2024-01-21 21:05:16
+919000000003,+919000000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,325,2024-01-21 21:55:01
+919000000003,+919000000002,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,242,2024-01-22 09:44:03
+919000000003,+919999000001,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,262,2024-01-22 15:15:51
+919000000003,+919000000004,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,103,2024-01-22 15:29:13
+919000000003,+919000000004,IMEI-C1,Tower-T14,13.055,80.21,CALL,184,2024-01-22 15:56:40
+919000000003,+919999000001,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,45,2024-01-22 18:13:49
+919000000003,+919999000001,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,244,2024-01-23 09:03:18
+919000000003,+919000000002,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,325,2024-01-23 11:55:57
+919000000003,+919999000001,IMEI-C1,Tower-T04,19.076,72.8777,CALL,102,2024-01-23 15:07:17
+919000000003,+919000000001,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,153,2024-01-23 20:23:32
+919000000003,+919000000004,IMEI-C1,Tower-T07,15.8497,74.4977,CALL,96,2024-01-23 21:45:20
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,269,2024-01-24 11:48:10
+919000000003,+919000000004,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,335,2024-01-24 13:03:03
+919000000003,+919000000002,IMEI-C1,Tower-T04,19.076,72.8777,CALL,328,2024-01-24 14:32:29
+919000000003,+919999000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,76,2024-01-24 15:56:19
+919000000003,+919999000001,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,304,2024-01-24 21:41:43
+919000000003,+919000000004,IMEI-C1,Tower-T09,16.5062,80.648,CALL,177,2024-01-25 17:35:12
+919000000003,+919000000001,IMEI-C1,Tower-T07,15.8497,74.4977,CALL,56,2024-01-25 20:25:23
+919000000003,+919000000002,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,217,2024-01-25 21:06:27
+919000000003,+919999000001,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,203,2024-01-26 09:08:06
+919000000003,+919000000004,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,342,2024-01-26 14:32:28
+919000000003,+919000000002,IMEI-C1,Tower-T04,19.076,72.8777,CALL,338,2024-01-26 16:23:48
+919000000003,+919000000002,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,343,2024-01-27 10:38:57
+919000000003,+919000000004,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,202,2024-01-27 13:10:25
+919000000003,+919000000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,100,2024-01-27 14:32:02
+919000000003,+919000000001,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,272,2024-01-27 14:37:19
+919000000003,+919000000004,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,86,2024-01-27 15:52:01
+919000000003,+919999000001,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,183,2024-01-27 16:53:32
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,263,2024-01-27 19:21:51
+919000000003,+919000000001,IMEI-C1,Tower-T04,19.076,72.8777,CALL,39,2024-01-28 08:36:44
+919000000003,+919999000001,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,100,2024-01-28 14:32:49
+919000000003,+919999000001,IMEI-C1,Tower-T03,17.385,78.4867,CALL,154,2024-01-28 15:10:33
+919000000003,+919000000002,IMEI-C1,Tower-T07,15.8497,74.4977,CALL,134,2024-01-28 15:20:26
+919000000003,+919000000002,IMEI-C1,Tower-T01,12.9716,77.5946,CALL,328,2024-01-28 18:50:49
+919000000003,+919000000004,IMEI-C1,Tower-T04,19.076,72.8777,CALL,182,2024-01-29 11:15:17
+919000000003,+919999000001,IMEI-C1,Tower-T09,16.5062,80.648,CALL,222,2024-01-29 11:35:20
+919000000003,+919000000004,IMEI-C1,Tower-T09,16.5062,80.648,CALL,211,2024-01-29 13:11:29
+919000000003,+919000000004,IMEI-C1,Tower-T05,28.7041,77.1025,CALL,92,2024-01-29 15:22:35
+919000000003,+919999000001,IMEI-C1,Tower-T07,15.8497,74.4977,CALL,206,2024-01-29 17:43:34
+919000000003,+919000000004,IMEI-C1,Tower-T10,22.5726,88.3639,CALL,277,2024-01-29 18:49:55
+919000000003,+919000000002,IMEI-C1,Tower-T08,11.0168,76.9558,CALL,192,2024-01-29 20:18:45
+919000000003,+919000000001,IMEI-C1,Tower-T06,12.2958,76.6394,CALL,256,2024-01-30 12:02:18
+919000000003,+919000000002,IMEI-C1,Tower-T04,19.076,72.8777,CALL,55,2024-01-30 17:47:37
+919000000003,+919999000001,IMEI-C1,Tower-T04,19.076,72.8777,CALL,133,2024-01-30 18:16:47
+919000000003,+919000000004,IMEI-C1,Tower-T03,17.385,78.4867,CALL,85,2024-01-30 21:34:17
